Optical Power Monitor,,,,,,,
6.5.5217.15,,,,,,,
Delimiter Used: , ',',,,,,
,,,,,,,
Start of Measurement , 9/29/2025 16:00:38,,,,,,
Sample Interval , 10 s,,,,,,
, PM100D 250207512, PM100D 14101752,,,,,
Type, PM100D, PM100D,,,,,
Serialnumber, P0037408, P0009211,,,,,
Sensor, S121C, S121C,,,,,
SensorSerialnumber,250207512,14101752,,,,,
Wavelength / Responsivity, 852 nm, 852 nm,,,,,
,,,,,,,
,,,PM100D 250207512, PM100D 250207512, PM100D 14101752, PM100D 14101752, 
Samples ,Date,Time,7512Power (W),7512Temperature (°C),1752Power (W),1752Temperature (°C),
2788, 9/29/2025, 23:46:03.063,0.01748,21.212,0.034321,20.932,
2789, 9/29/2025, 23:46:13.080,0.017478,21.209,0.034319,20.92,
2790, 9/29/2025, 23:46:23.098,0.017474,21.208,0.034321,20.9,
2791, 9/29/2025, 23:46:33.107,0.017468,21.202,0.034327,20.903,
2792, 9/29/2025, 23:46:43.111,0.017466,21.205,0.034326,20.895,
2793, 9/29/2025, 23:46:53.115,0.017474,21.213,0.034323,20.899,
2794, 9/29/2025, 23:47:03.128,0.017473,21.211,0.034315,20.896,
2795, 9/29/2025, 23:47:13.150,0.01747,21.208,0.034317,20.903,
2796, 9/29/2025, 23:47:23.156,0.017469,21.203,0.03432,20.91,
2797, 9/29/2025, 23:47:33.163,0.017469,21.204,0.034322,20.921,
2798, 9/29/2025, 23:47:43.189,0.017466,21.199,0.034312,20.928,
2799, 9/29/2025, 23:47:53.191,0.017467,21.201,0.034314,20.94,
2800, 9/29/2025, 23:48:03.200,0.017467,21.203,0.034318,20.944,
2801, 9/29/2025, 23:48:13.229,0.017468,21.2,0.03432,20.949,
2802, 9/29/2025, 23:48:23.247,0.017467,21.202,0.034313,20.954,
2803, 9/29/2025, 23:48:33.247,0.017474,21.199,0.034314,20.954,
2804, 9/29/2025, 23:48:43.261,0.01747,21.199,0.03431,20.955,
2805, 9/29/2025, 23:48:53.288,0.017471,21.2,0.034315,20.954,
2806, 9/29/2025, 23:49:03.313,0.017475,21.197,0.034322,20.954,
2807, 9/29/2025, 23:49:13.337,0.017475,21.208,0.034316,20.954,
2808, 9/29/2025, 23:49:23.356,0.017473,21.205,0.034314,20.954,
2809, 9/29/2025, 23:49:33.360,0.017475,21.204,0.034317,20.954,
2810, 9/29/2025, 23:49:43.378,0.017473,21.208,0.03432,20.954,
2811, 9/29/2025, 23:49:53.397,0.017475,21.208,0.034308,20.953,
2812, 9/29/2025, 23:50:03.418,0.017473,21.208,0.034318,20.952,
2813, 9/29/2025, 23:50:13.425,0.017478,21.207,0.034323,20.949,
2814, 9/29/2025, 23:50:23.444,0.017475,21.204,0.034318,20.943,
2815, 9/29/2025, 23:50:33.449,0.017477,21.207,0.034323,20.936,
2816, 9/29/2025, 23:50:43.466,0.017475,21.204,0.034324,20.914,
2817, 9/29/2025, 23:50:53.474,0.017474,21.208,0.034321,20.894,
2818, 9/29/2025, 23:51:03.484,0.017471,21.2,0.034324,20.89,
2819, 9/29/2025, 23:51:13.505,0.017474,21.204,0.034316,20.888,
2820, 9/29/2025, 23:51:23.509,0.01747,21.199,0.034319,20.885,
2821, 9/29/2025, 23:51:33.520,0.017472,21.205,0.034318,20.888,
2822, 9/29/2025, 23:51:43.540,0.017472,21.208,0.034319,20.896,
2823, 9/29/2025, 23:51:53.563,0.017469,21.204,0.034322,20.9,
2824, 9/29/2025, 23:52:03.590,0.017467,21.201,0.034314,20.916,
2825, 9/29/2025, 23:52:13.591,0.017468,21.207,0.034316,20.93,
2826, 9/29/2025, 23:52:23.607,0.017468,21.197,0.034314,20.935,
2827, 9/29/2025, 23:52:33.619,0.017469,21.195,0.03431,20.945,
2828, 9/29/2025, 23:52:43.630,0.017467,21.198,0.034317,20.949,
2829, 9/29/2025, 23:52:53.652,0.017469,21.199,0.03431,20.95,
2830, 9/29/2025, 23:53:03.664,0.017469,21.206,0.034314,20.953,
2831, 9/29/2025, 23:53:13.675,0.017466,21.196,0.034314,20.954,
2832, 9/29/2025, 23:53:23.705,0.017469,21.196,0.034311,20.954,
2833, 9/29/2025, 23:53:33.727,0.017471,21.196,0.034315,20.954,
2834, 9/29/2025, 23:53:43.741,0.017471,21.192,0.034322,20.954,
2835, 9/29/2025, 23:53:53.757,0.017472,21.198,0.034317,20.954,
2836, 9/29/2025, 23:54:03.776,0.017472,21.201,0.034316,20.954,
2837, 9/29/2025, 23:54:13.792,0.017472,21.198,0.034319,20.954,
2838, 9/29/2025, 23:54:23.819,0.017474,21.205,0.034319,20.951,
2839, 9/29/2025, 23:54:33.850,0.017472,21.206,0.034317,20.95,
2840, 9/29/2025, 23:54:43.866,0.017478,21.199,0.034312,20.935,
2841, 9/29/2025, 23:54:53.891,0.017475,21.202,0.034326,20.929,
2842, 9/29/2025, 23:55:03.920,0.017476,21.196,0.034319,20.914,
2843, 9/29/2025, 23:55:13.937,0.017474,21.201,0.034327,20.899,
2844, 9/29/2025, 23:55:23.964,0.017472,21.196,0.034328,20.889,
2845, 9/29/2025, 23:55:33.964,0.017477,21.205,0.03432,20.887,
2846, 9/29/2025, 23:55:43.985,0.017471,21.205,0.034325,20.884,
2847, 9/29/2025, 23:55:54.007,0.017469,21.199,0.034323,20.888,
2848, 9/29/2025, 23:56:04.035,0.017469,21.196,0.034318,20.889,
2849, 9/29/2025, 23:56:14.050,0.017468,21.197,0.034327,20.89,
2850, 9/29/2025, 23:56:24.085,0.01747,21.194,0.034317,20.9,
2851, 9/29/2025, 23:56:34.115,0.017467,21.199,0.034316,20.909,
2852, 9/29/2025, 23:56:44.130,0.017469,21.193,0.034321,20.913,
2853, 9/29/2025, 23:56:54.141,0.017467,21.197,0.034318,20.921,
2854, 9/29/2025, 23:57:04.164,0.017468,21.195,0.034324,20.935,
2855, 9/29/2025, 23:57:14.175,0.017467,21.192,0.034316,20.938,
2856, 9/29/2025, 23:57:24.195,0.017467,21.197,0.034318,20.948,
2857, 9/29/2025, 23:57:34.209,0.017469,21.2,0.034315,20.951,
2858, 9/29/2025, 23:57:44.225,0.017464,21.192,0.034314,20.951,
2859, 9/29/2025, 23:57:54.242,0.01747,21.2,0.034318,20.954,
2860, 9/29/2025, 23:58:04.245,0.017473,21.2,0.034316,20.954,
2861, 9/29/2025, 23:58:14.268,0.017475,21.192,0.034321,20.955,
2862, 9/29/2025, 23:58:24.287,0.017473,21.195,0.034318,20.953,
2863, 9/29/2025, 23:58:34.313,0.017472,21.202,0.034316,20.952,
2864, 9/29/2025, 23:58:44.340,0.017478,21.201,0.034316,20.95,
2865, 9/29/2025, 23:58:54.364,0.017477,21.202,0.034318,20.941,
2866, 9/29/2025, 23:59:04.365,0.017476,21.198,0.034322,20.936,
2867, 9/29/2025, 23:59:14.377,0.017476,21.202,0.034315,20.922,
2868, 9/29/2025, 23:59:24.406,0.017476,21.203,0.034321,20.907,
2869, 9/29/2025, 23:59:34.427,0.017472,21.2,0.034322,20.897,
2870, 9/29/2025, 23:59:44.428,0.017476,21.197,0.034324,20.893,
2871, 9/29/2025, 23:59:54.452,0.017475,21.205,0.034324,20.885,
2872, 9/30/2025, 00:00:04.459,0.017469,21.205,0.034322,20.881,
2873, 9/30/2025, 00:00:14.475,0.017473,21.199,0.034325,20.882,
2874, 9/30/2025, 00:00:24.485,0.01747,21.203,0.034326,20.887,
2875, 9/30/2025, 00:00:34.500,0.017473,21.195,0.034323,20.887,
2876, 9/30/2025, 00:00:44.522,0.01747,21.198,0.034319,20.894,
2877, 9/30/2025, 00:00:54.529,0.017468,21.198,0.034322,20.9,
2878, 9/30/2025, 00:01:04.535,0.017469,21.194,0.034325,20.908,
2879, 9/30/2025, 00:01:14.542,0.017466,21.194,0.034324,20.912,
2880, 9/30/2025, 00:01:24.567,0.017466,21.194,0.034321,20.92,
2881, 9/30/2025, 00:01:34.568,0.017465,21.198,0.034321,20.935,
2882, 9/30/2025, 00:01:44.598,0.017463,21.196,0.034325,20.94,
2883, 9/30/2025, 00:01:54.619,0.017465,21.194,0.034322,20.95,
2884, 9/30/2025, 00:02:04.636,0.017469,21.2,0.034312,20.949,
2885, 9/30/2025, 00:02:14.658,0.01747,21.198,0.034315,20.951,
2886, 9/30/2025, 00:02:24.677,0.017468,21.199,0.034319,20.953,
2887, 9/30/2025, 00:02:34.702,0.017471,21.201,0.034319,20.955,
2888, 9/30/2025, 00:02:44.720,0.017471,21.2,0.034318,20.954,
2889, 9/30/2025, 00:02:54.721,0.017473,21.199,0.034323,20.953,
2890, 9/30/2025, 00:03:04.749,0.017474,21.203,0.034317,20.951,
2891, 9/30/2025, 00:03:14.766,0.017471,21.205,0.034324,20.95,
2892, 9/30/2025, 00:03:24.782,0.017472,21.21,0.034321,20.944,
2893, 9/30/2025, 00:03:34.808,0.017476,21.201,0.034323,20.937,
2894, 9/30/2025, 00:03:44.828,0.017478,21.206,0.034319,20.925,
2895, 9/30/2025, 00:03:54.852,0.017479,21.205,0.034317,20.904,
2896, 9/30/2025, 00:04:04.868,0.017476,21.206,0.034324,20.897,
2897, 9/30/2025, 00:04:14.887,0.017474,21.209,0.034328,20.889,
2898, 9/30/2025, 00:04:24.910,0.017469,21.204,0.034325,20.886,
2899, 9/30/2025, 00:04:34.934,0.017471,21.204,0.034321,20.883,
2900, 9/30/2025, 00:04:44.945,0.017474,21.202,0.034324,20.882,
2901, 9/30/2025, 00:04:54.964,0.017469,21.209,0.034321,20.881,
2902, 9/30/2025, 00:05:04.978,0.017473,21.201,0.03432,20.887,
2903, 9/30/2025, 00:05:14.983,0.01747,21.201,0.034324,20.893,
2904, 9/30/2025, 00:05:25.006,0.017471,21.197,0.034324,20.897,
2905, 9/30/2025, 00:05:35.031,0.017472,21.194,0.034324,20.901,
2906, 9/30/2025, 00:05:45.034,0.01747,21.195,0.03432,20.913,
2907, 9/30/2025, 00:05:55.052,0.017466,21.198,0.034326,20.924,
2908, 9/30/2025, 00:06:05.061,0.017469,21.197,0.034316,20.928,
2909, 9/30/2025, 00:06:15.086,0.017464,21.197,0.034313,20.937,
2910, 9/30/2025, 00:06:25.105,0.017464,21.195,0.034321,20.948,
2911, 9/30/2025, 00:06:35.115,0.017465,21.2,0.034319,20.951,
2912, 9/30/2025, 00:06:45.130,0.017462,21.198,0.034319,20.953,
2913, 9/30/2025, 00:06:55.161,0.017461,21.197,0.034317,20.952,
2914, 9/30/2025, 00:07:05.186,0.017468,21.197,0.034325,20.952,
2915, 9/30/2025, 00:07:15.202,0.01747,21.201,0.034324,20.954,
2916, 9/30/2025, 00:07:25.203,0.01747,21.199,0.034323,20.952,
2917, 9/30/2025, 00:07:35.230,0.017466,21.199,0.034325,20.95,
2918, 9/30/2025, 00:07:45.247,0.017469,21.198,0.034316,20.944,
2919, 9/30/2025, 00:07:55.261,0.017473,21.2,0.034319,20.934,
2920, 9/30/2025, 00:08:05.271,0.017475,21.202,0.034314,20.923,
2921, 9/30/2025, 00:08:15.299,0.01747,21.207,0.03432,20.913,
2922, 9/30/2025, 00:08:25.316,0.017471,21.198,0.034322,20.901,
2923, 9/30/2025, 00:08:35.342,0.017474,21.205,0.034329,20.896,
2924, 9/30/2025, 00:08:45.365,0.017466,21.205,0.034321,20.884,
2925, 9/30/2025, 00:08:55.372,0.017464,21.202,0.034324,20.884,
2926, 9/30/2025, 00:09:05.392,0.017466,21.202,0.03432,20.88,
2927, 9/30/2025, 00:09:15.409,0.017464,21.204,0.034325,20.881,
2928, 9/30/2025, 00:09:25.437,0.017466,21.199,0.034319,20.883,
2929, 9/30/2025, 00:09:35.455,0.017466,21.196,0.034318,20.881,
2930, 9/30/2025, 00:09:45.475,0.017465,21.197,0.034312,20.884,
2931, 9/30/2025, 00:09:55.503,0.017465,21.192,0.034309,20.892,
2932, 9/30/2025, 00:10:05.527,0.017458,21.2,0.03432,20.901,
2933, 9/30/2025, 00:10:15.527,0.017462,21.195,0.03432,20.906,
2934, 9/30/2025, 00:10:25.544,0.017462,21.196,0.034317,20.921,
2935, 9/30/2025, 00:10:35.559,0.017465,21.193,0.034315,20.927,
2936, 9/30/2025, 00:10:45.588,0.017463,21.196,0.034319,20.937,
2937, 9/30/2025, 00:10:55.604,0.017459,21.202,0.034312,20.945,
2938, 9/30/2025, 00:11:05.634,0.017462,21.198,0.034311,20.946,
2939, 9/30/2025, 00:11:15.648,0.017462,21.202,0.034316,20.951,
2940, 9/30/2025, 00:11:25.656,0.017462,21.199,0.034316,20.949,
2941, 9/30/2025, 00:11:35.659,0.017463,21.198,0.034316,20.952,
2942, 9/30/2025, 00:11:45.663,0.017465,21.197,0.034309,20.953,
2943, 9/30/2025, 00:11:55.665,0.017465,21.197,0.03431,20.946,
2944, 9/30/2025, 00:12:05.683,0.017465,21.203,0.034318,20.945,
2945, 9/30/2025, 00:12:15.692,0.017469,21.206,0.034321,20.943,
2946, 9/30/2025, 00:12:25.721,0.017469,21.203,0.034319,20.929,
2947, 9/30/2025, 00:12:35.725,0.017464,21.202,0.034318,20.924,
2948, 9/30/2025, 00:12:45.737,0.017474,21.202,0.034314,20.91,
2949, 9/30/2025, 00:12:55.762,0.017472,21.204,0.034314,20.895,
2950, 9/30/2025, 00:13:05.781,0.017472,21.2,0.034321,20.885,
2951, 9/30/2025, 00:13:15.799,0.017471,21.198,0.034315,20.879,
2952, 9/30/2025, 00:13:25.799,0.01747,21.2,0.034321,20.88,
2953, 9/30/2025, 00:13:35.815,0.017464,21.198,0.034319,20.88,
2954, 9/30/2025, 00:13:45.843,0.017463,21.196,0.034319,20.879,
2955, 9/30/2025, 00:13:55.855,0.017465,21.201,0.034319,20.88,
2956, 9/30/2025, 00:14:05.873,0.01746,21.194,0.034316,20.88,
2957, 9/30/2025, 00:14:15.890,0.017462,21.195,0.034321,20.887,
2958, 9/30/2025, 00:14:25.914,0.017464,21.197,0.034315,20.887,
2959, 9/30/2025, 00:14:35.921,0.017459,21.192,0.034314,20.896,
2960, 9/30/2025, 00:14:45.937,0.017458,21.191,0.034315,20.895,
2961, 9/30/2025, 00:14:55.937,0.017461,21.192,0.03431,20.909,
2962, 9/30/2025, 00:15:05.963,0.017463,21.188,0.034317,20.915,
2963, 9/30/2025, 00:15:15.982,0.017459,21.193,0.034313,20.926,
2964, 9/30/2025, 00:15:25.983,0.017459,21.187,0.034317,20.936,
2965, 9/30/2025, 00:15:35.988,0.017464,21.187,0.034311,20.946,
2966, 9/30/2025, 00:15:45.990,0.017464,21.19,0.034309,20.948,
2967, 9/30/2025, 00:15:56.005,0.017466,21.196,0.034311,20.949,
2968, 9/30/2025, 00:16:06.009,0.017468,21.192,0.034325,20.95,
2969, 9/30/2025, 00:16:16.010,0.017467,21.198,0.034309,20.948,
2970, 9/30/2025, 00:16:26.017,0.017467,21.195,0.034315,20.944,
2971, 9/30/2025, 00:16:36.031,0.017463,21.199,0.034316,20.938,
2972, 9/30/2025, 00:16:46.058,0.017464,21.2,0.034324,20.939,
2973, 9/30/2025, 00:16:56.076,0.01747,21.201,0.034317,20.918,
2974, 9/30/2025, 00:17:06.096,0.017473,21.2,0.034326,20.912,
2975, 9/30/2025, 00:17:16.108,0.017473,21.19,0.03432,20.896,
2976, 9/30/2025, 00:17:26.130,0.017469,21.195,0.034314,20.888,
2977, 9/30/2025, 00:17:36.136,0.017466,21.198,0.03432,20.885,
2978, 9/30/2025, 00:17:46.141,0.017468,21.196,0.034322,20.88,
2979, 9/30/2025, 00:17:56.158,0.017467,21.194,0.03432,20.881,
2980, 9/30/2025, 00:18:06.180,0.017466,21.2,0.034321,20.88,
2981, 9/30/2025, 00:18:16.184,0.017464,21.188,0.03432,20.88,
2982, 9/30/2025, 00:18:26.202,0.017463,21.192,0.034322,20.882,
2983, 9/30/2025, 00:18:36.220,0.017466,21.194,0.034318,20.88,
2984, 9/30/2025, 00:18:46.249,0.017465,21.193,0.03432,20.882,
2985, 9/30/2025, 00:18:56.274,0.017462,21.187,0.034322,20.882,
2986, 9/30/2025, 00:19:06.281,0.017463,21.192,0.034318,20.887,
2987, 9/30/2025, 00:19:16.300,0.017462,21.197,0.034316,20.891,
2988, 9/30/2025, 00:19:26.329,0.017465,21.184,0.034312,20.898,
2989, 9/30/2025, 00:19:36.357,0.017463,21.188,0.03432,20.908,
2990, 9/30/2025, 00:19:46.385,0.017465,21.185,0.034315,20.919,
2991, 9/30/2025, 00:19:56.394,0.017464,21.191,0.034314,20.923,
2992, 9/30/2025, 00:20:06.420,0.017462,21.188,0.034318,20.942,
2993, 9/30/2025, 00:20:16.431,0.017461,21.189,0.034316,20.944,
2994, 9/30/2025, 00:20:26.460,0.017467,21.191,0.034322,20.949,
2995, 9/30/2025, 00:20:36.481,0.01747,21.185,0.034318,20.946,
2996, 9/30/2025, 00:20:46.503,0.01747,21.189,0.034317,20.941,
2997, 9/30/2025, 00:20:56.528,0.017469,21.192,0.034311,20.936,
2998, 9/30/2025, 00:21:06.542,0.01747,21.193,0.034315,20.922,
2999, 9/30/2025, 00:21:16.552,0.017472,21.187,0.03432,20.918,
3000, 9/30/2025, 00:21:26.578,0.01747,21.188,0.034316,20.9,
3001, 9/30/2025, 00:21:36.587,0.017472,21.193,0.034318,20.895,
3002, 9/30/2025, 00:21:46.599,0.017471,21.194,0.034321,20.889,
3003, 9/30/2025, 00:21:56.612,0.017471,21.2,0.034326,20.885,
3004, 9/30/2025, 00:22:06.615,0.017464,21.193,0.034321,20.881,
3005, 9/30/2025, 00:22:16.622,0.017471,21.189,0.034319,20.879,
3006, 9/30/2025, 00:22:26.635,0.017471,21.191,0.034321,20.878,
3007, 9/30/2025, 00:22:36.648,0.017465,21.189,0.034322,20.88,
3008, 9/30/2025, 00:22:46.666,0.017464,21.187,0.034324,20.879,
3009, 9/30/2025, 00:22:56.688,0.017464,21.186,0.034318,20.88,
3010, 9/30/2025, 00:23:06.709,0.017462,21.189,0.034326,20.878,
3011, 9/30/2025, 00:23:16.736,0.01746,21.189,0.034321,20.882,
3012, 9/30/2025, 00:23:26.761,0.017459,21.184,0.034319,20.883,
3013, 9/30/2025, 00:23:36.788,0.017463,21.181,0.034321,20.884,
3014, 9/30/2025, 00:23:46.796,0.017461,21.179,0.034316,20.891,
3015, 9/30/2025, 00:23:56.810,0.017462,21.173,0.034317,20.897,
3016, 9/30/2025, 00:24:06.818,0.017461,21.176,0.034314,20.907,
3017, 9/30/2025, 00:24:16.826,0.017457,21.176,0.034316,20.907,
3018, 9/30/2025, 00:24:26.843,0.017458,21.178,0.034315,20.926,
3019, 9/30/2025, 00:24:36.856,0.017463,21.187,0.034313,20.921,
3020, 9/30/2025, 00:24:46.871,0.017461,21.183,0.034316,20.939,
3021, 9/30/2025, 00:24:56.893,0.017464,21.173,0.034313,20.936,
3022, 9/30/2025, 00:25:06.904,0.017468,21.183,0.034319,20.943,
3023, 9/30/2025, 00:25:16.927,0.017467,21.184,0.034323,20.939,
3024, 9/30/2025, 00:25:26.941,0.017468,21.183,0.034318,20.927,
3025, 9/30/2025, 00:25:36.952,0.017468,21.183,0.034321,20.932,
3026, 9/30/2025, 00:25:46.972,0.017468,21.177,0.034322,20.92,
3027, 9/30/2025, 00:25:56.985,0.017462,21.183,0.03432,20.9,
3028, 9/30/2025, 00:26:07.001,0.017469,21.179,0.034324,20.892,
3029, 9/30/2025, 00:26:17.007,0.017472,21.182,0.034317,20.887,
3030, 9/30/2025, 00:26:27.022,0.017471,21.18,0.034321,20.881,
3031, 9/30/2025, 00:26:37.025,0.017466,21.183,0.034318,20.881,
3032, 9/30/2025, 00:26:47.054,0.01746,21.182,0.034317,20.88,
3033, 9/30/2025, 00:26:57.083,0.017464,21.181,0.03432,20.878,
3034, 9/30/2025, 00:27:07.103,0.017464,21.179,0.034315,20.878,
3035, 9/30/2025, 00:27:17.116,0.017465,21.181,0.03432,20.878,
3036, 9/30/2025, 00:27:27.122,0.017463,21.181,0.03432,20.878,
3037, 9/30/2025, 00:27:37.151,0.01746,21.183,0.034312,20.88,
3038, 9/30/2025, 00:27:47.165,0.017463,21.185,0.03432,20.879,
3039, 9/30/2025, 00:27:57.167,0.01746,21.174,0.034326,20.881,
3040, 9/30/2025, 00:28:07.170,0.017462,21.17,0.034317,20.884,
3041, 9/30/2025, 00:28:17.193,0.01746,21.173,0.034323,20.888,
3042, 9/30/2025, 00:28:27.223,0.017462,21.17,0.03431,20.891,
3043, 9/30/2025, 00:28:37.252,0.017458,21.172,0.034316,20.895,
3044, 9/30/2025, 00:28:47.266,0.01746,21.175,0.034315,20.903,
3045, 9/30/2025, 00:28:57.268,0.017459,21.178,0.034316,20.913,
3046, 9/30/2025, 00:29:07.278,0.017463,21.171,0.034314,20.916,
3047, 9/30/2025, 00:29:17.279,0.017457,21.181,0.034315,20.928,
3048, 9/30/2025, 00:29:27.288,0.017464,21.175,0.034318,20.933,
3049, 9/30/2025, 00:29:37.298,0.017466,21.179,0.034311,20.932,
3050, 9/30/2025, 00:29:47.321,0.017457,21.177,0.034306,20.922,
3051, 9/30/2025, 00:29:57.343,0.017462,21.177,0.034315,20.917,
3052, 9/30/2025, 00:30:07.363,0.017463,21.178,0.034317,20.909,
3053, 9/30/2025, 00:30:17.390,0.017468,21.188,0.034315,20.896,
3054, 9/30/2025, 00:30:27.409,0.017465,21.184,0.034318,20.886,
3055, 9/30/2025, 00:30:37.414,0.017467,21.178,0.034314,20.882,
3056, 9/30/2025, 00:30:47.423,0.01747,21.173,0.034308,20.879,
3057, 9/30/2025, 00:30:57.427,0.017467,21.185,0.03432,20.878,
3058, 9/30/2025, 00:31:07.430,0.017466,21.183,0.034319,20.879,
3059, 9/30/2025, 00:31:17.437,0.017463,21.179,0.034326,20.877,
3060, 9/30/2025, 00:31:27.450,0.017463,21.185,0.034318,20.876,
3061, 9/30/2025, 00:31:37.464,0.017463,21.173,0.034322,20.874,
3062, 9/30/2025, 00:31:47.488,0.017463,21.175,0.034314,20.877,
3063, 9/30/2025, 00:31:57.518,0.017458,21.172,0.034323,20.875,
3064, 9/30/2025, 00:32:07.534,0.017459,21.176,0.03432,20.879,
3065, 9/30/2025, 00:32:17.563,0.017459,21.179,0.034321,20.879,
3066, 9/30/2025, 00:32:27.575,0.017457,21.17,0.034318,20.879,
3067, 9/30/2025, 00:32:37.590,0.017458,21.175,0.034316,20.881,
3068, 9/30/2025, 00:32:47.600,0.017458,21.169,0.034315,20.883,
3069, 9/30/2025, 00:32:57.616,0.017458,21.168,0.034313,20.884,
3070, 9/30/2025, 00:33:07.623,0.017459,21.164,0.034311,20.89,
3071, 9/30/2025, 00:33:17.635,0.017456,21.175,0.034315,20.892,
3072, 9/30/2025, 00:33:27.644,0.017459,21.17,0.034315,20.895,
3073, 9/30/2025, 00:33:37.659,0.017456,21.172,0.034319,20.907,
3074, 9/30/2025, 00:33:47.682,0.017461,21.179,0.034312,20.917,
3075, 9/30/2025, 00:33:57.706,0.01746,21.183,0.034317,20.922,
3076, 9/30/2025, 00:34:07.712,0.017463,21.18,0.034314,20.918,
3077, 9/30/2025, 00:34:17.733,0.017462,21.178,0.034314,20.915,
3078, 9/30/2025, 00:34:27.740,0.01746,21.179,0.034316,20.905,
3079, 9/30/2025, 00:34:37.747,0.017461,21.178,0.034312,20.9,
3080, 9/30/2025, 00:34:47.760,0.017461,21.185,0.034311,20.902,
3081, 9/30/2025, 00:34:57.789,0.017467,21.175,0.034318,20.891,
3082, 9/30/2025, 00:35:07.811,0.017465,21.182,0.034318,20.882,
3083, 9/30/2025, 00:35:17.825,0.017464,21.182,0.034319,20.884,
3084, 9/30/2025, 00:35:27.843,0.017468,21.183,0.034318,20.88,
3085, 9/30/2025, 00:35:37.865,0.017473,21.18,0.034317,20.879,
3086, 9/30/2025, 00:35:47.876,0.017467,21.189,0.034314,20.876,
3087, 9/30/2025, 00:35:57.891,0.017464,21.184,0.034321,20.877,
3088, 9/30/2025, 00:36:07.894,0.017461,21.177,0.034319,20.878,
3089, 9/30/2025, 00:36:17.918,0.017462,21.18,0.034313,20.878,
3090, 9/30/2025, 00:36:27.917,0.017462,21.178,0.034319,20.878,
3091, 9/30/2025, 00:36:37.922,0.017457,21.176,0.034319,20.879,
3092, 9/30/2025, 00:36:47.939,0.017459,21.174,0.034315,20.88,
3093, 9/30/2025, 00:36:57.942,0.017457,21.169,0.034319,20.879,
3094, 9/30/2025, 00:37:07.969,0.017456,21.171,0.034318,20.88,
3095, 9/30/2025, 00:37:17.981,0.017453,21.163,0.034317,20.884,
3096, 9/30/2025, 00:37:27.999,0.017455,21.165,0.03432,20.886,
3097, 9/30/2025, 00:37:38.011,0.017456,21.178,0.034314,20.893,
3098, 9/30/2025, 00:37:48.037,0.01746,21.178,0.034312,20.897,
3099, 9/30/2025, 00:37:58.050,0.017456,21.168,0.034319,20.908,
3100, 9/30/2025, 00:38:08.069,0.017458,21.168,0.034313,20.916,
3101, 9/30/2025, 00:38:18.093,0.017459,21.179,0.034311,20.923,
3102, 9/30/2025, 00:38:28.093,0.017462,21.174,0.034314,20.924,
3103, 9/30/2025, 00:38:38.109,0.01746,21.174,0.034316,20.916,
3104, 9/30/2025, 00:38:48.116,0.017462,21.174,0.034319,20.914,
3105, 9/30/2025, 00:38:58.135,0.017463,21.182,0.034313,20.905,
3106, 9/30/2025, 00:39:08.156,0.017466,21.179,0.034312,20.903,
3107, 9/30/2025, 00:39:18.165,0.017465,21.179,0.03432,20.897,
3108, 9/30/2025, 00:39:28.171,0.017469,21.183,0.034319,20.886,
3109, 9/30/2025, 00:39:38.180,0.017469,21.174,0.034322,20.886,
3110, 9/30/2025, 00:39:48.180,0.017467,21.186,0.034319,20.881,
3111, 9/30/2025, 00:39:58.197,0.017465,21.175,0.03432,20.879,
3112, 9/30/2025, 00:40:08.218,0.017464,21.185,0.03432,20.878,
3113, 9/30/2025, 00:40:18.238,0.017463,21.185,0.03432,20.877,
3114, 9/30/2025, 00:40:28.245,0.017458,21.182,0.034321,20.875,
3115, 9/30/2025, 00:40:38.271,0.017462,21.176,0.034325,20.87,
3116, 9/30/2025, 00:40:48.272,0.017465,21.173,0.034323,20.876,
3117, 9/30/2025, 00:40:58.300,0.017462,21.169,0.034323,20.873,
3118, 9/30/2025, 00:41:08.310,0.017459,21.175,0.034323,20.875,
3119, 9/30/2025, 00:41:18.337,0.017459,21.166,0.034317,20.878,
3120, 9/30/2025, 00:41:28.355,0.017457,21.163,0.034318,20.88,
3121, 9/30/2025, 00:41:38.363,0.017458,21.162,0.034317,20.88,
3122, 9/30/2025, 00:41:48.379,0.017458,21.165,0.034316,20.881,
3123, 9/30/2025, 00:41:58.393,0.01746,21.168,0.034318,20.884,
3124, 9/30/2025, 00:42:08.420,0.017458,21.161,0.034313,20.885,
3125, 9/30/2025, 00:42:18.422,0.01746,21.162,0.03431,20.889,
3126, 9/30/2025, 00:42:28.430,0.017456,21.164,0.034315,20.891,
3127, 9/30/2025, 00:42:38.446,0.017456,21.172,0.034315,20.899,
3128, 9/30/2025, 00:42:48.465,0.01746,21.163,0.034318,20.905,
3129, 9/30/2025, 00:42:58.484,0.017462,21.172,0.03432,20.912,
3130, 9/30/2025, 00:43:08.486,0.017463,21.17,0.034322,20.903,
3131, 9/30/2025, 00:43:18.492,0.017465,21.172,0.034313,20.899,
3132, 9/30/2025, 00:43:28.495,0.017462,21.166,0.034316,20.893,
3133, 9/30/2025, 00:43:38.526,0.017462,21.173,0.034321,20.886,
3134, 9/30/2025, 00:43:48.539,0.017464,21.175,0.034319,20.883,
3135, 9/30/2025, 00:43:58.544,0.017468,21.171,0.034321,20.879,
3136, 9/30/2025, 00:44:08.545,0.017459,21.17,0.034326,20.879,
3137, 9/30/2025, 00:44:18.563,0.017464,21.17,0.034325,20.879,
